score,class,pred
0.9928571581840515,0,0
0.9570552110671997,0,0
1.0394736528396606,0,0
0.9869281053543091,0,0
0.970802903175354,0,0
0.9862068891525269,0,0
1.012552261352539,0,0
1.0465116500854492,0,0
0.9534883499145508,0,0
1.0067113637924194,0,0
0.9923076629638672,0,0
0.8979591727256775,0,0
1.0460525751113892,0,0
1.012295126914978,0,0
1.0370370149612427,0,0
0.984375,0,0
0.9071729779243469,0,0
0.971222996711731,0,0
0.970588207244873,0,0
0.9855072498321533,0,0
1.0270270109176636,0,0
0.9929078221321106,0,0
1.021897792816162,0,0
0.9357143044471741,0,0
0.914893627166748,0,0
1.0135135650634766,0,0
1.0352113246917725,0,0
0.949999988079071,0,0
0.9641434550285339,0,0
1.0276679992675781,0,0
1.0,0,0
1.0136985778808594,0,0
0.9624060392379761,0,0
1.0060975551605225,0,0
1.0070422887802124,0,0
1.032388687133789,0,0
0.9696969985961914,0,0
0.9855072498321533,0,0
0.9863013625144958,0,0
0.9641255736351013,0,0
1.0700637102127075,0,0
0.9926470518112183,0,0
0.9795918464660645,0,0
0.9783549904823303,0,0
0.9128630757331848,0,0
0.9233871102333069,0,0
1.0708661079406738,0,0
0.9807692170143127,0,0
0.951127827167511,0,0
1.0733333826065063,0,0
0.9656488299369812,0,0
0.9730769395828247,0,0
1.0370370149612427,0,0
1.0711296796798706,0,0
0.9663865566253662,0,0
0.9670782089233398,0,0
0.96875,0,0
1.0071942806243896,0,0
0.9485294222831726,0,0
1.0310077667236328,0,0
0.9881889820098877,0,0
0.9379844665527344,0,0
1.053030252456665,0,0
0.9861751198768616,0,0
1.0310077667236328,0,0
1.046875,0,0
1.0384615659713745,0,0
1.015936255455017,0,0
0.992094874382019,0,0
0.9571428298950195,0,0
1.0165975093841553,0,0
0.9928571581840515,0,0
1.029850721359253,0,0
0.9629629850387573,0,0
1.0243902206420898,0,0
1.0120482444763184,0,0
0.9923076629638672,0,0
1.0753424167633057,0,0
0.9696969985961914,0,0
0.9793103337287903,0,0
1.0959999561309814,0,0
1.0657894611358643,0,0
0.9730769395828247,0,0
0.9538461565971375,0,0
0.985401451587677,0,0
1.01646089553833,0,0
0.9029850959777832,0,0
0.987261176109314,0,0
1.0081967115402222,0,0
1.051094889640808,0,0
0.9399999976158142,0,0
0.969924807548523,0,0
0.9555555582046509,0,0
1.0069444179534912,0,0
0.9372549057006836,0,0
1.0123456716537476,0,0
0.9929577708244324,0,0
1.0431373119354248,0,0
0.9576923251152039,0,0
0.9291045069694519,0,0
0.932330846786499,0,0
1.0604026317596436,0,0
1.0534350872039795,0,0
1.0207469463348389,0,0
0.9489361643791199,0,0
1.060150384902954,0,0
1.0135135650634766,0,0
1.0065789222717285,0,0
0.8939393758773804,0,0
0.9841897487640381,0,0
1.0,0,0
1.0,0,0
0.9597315192222595,0,0
0.9797297120094299,0,0
1.0143884420394897,0,0
0.976190447807312,0,0
0.9834710955619812,0,0
0.9803921580314636,0,0
1.0643776655197144,0,0
0.9442231059074402,0,0
0.9503816962242126,0,0
0.9444444179534912,0,0
1.0,0,0
0.949999988079071,0,0
1.0547945499420166,0,0
1.0144927501678467,0,0
1.029411792755127,0,0
1.0891720056533813,0,0
