score,class,pred
0.9855072498321533,0,0
0.956250011920929,0,0
1.0331125259399414,0,0
0.9933775067329407,0,0
0.9701492786407471,0,0
0.9861111044883728,0,0
1.0127118825912476,0,0
1.0509804487228394,0,0
0.960629940032959,0,0
1.0136054754257202,0,0
0.9921568632125854,0,0
0.8965517282485962,0,1
1.0466666221618652,0,0
1.0082987546920776,0,0
1.037593960762024,0,0
0.9881889820098877,0,0
0.9059829115867615,0,0
0.9781022071838379,0,0
0.9552238583564758,0,0
0.9926470518112183,0,0
1.0273972749710083,0,0
1.0,0,0
1.0222222805023193,0,0
0.9416058659553528,0,0
0.9224137663841248,0,0
1.0136985778808594,0,0
1.0357142686843872,0,0
0.9492753744125366,0,0
0.9637096524238586,0,0
1.044176697731018,0,0
1.0,0,0
1.0138888359069824,0,0
0.9656488299369812,0,0
1.0061728954315186,0,0
1.0070922374725342,0,0
1.0450819730758667,0,0
0.9846153855323792,0,0
0.9852941036224365,0,0
0.9791666865348816,0,0
0.9681817889213562,0,0
1.0709677934646606,0,0
0.9925373196601868,0,0
0.9793103337287903,0,0
0.969298243522644,0,0
0.9201680421829224,0,0
0.9218106865882874,0,0
1.0800000429153442,0,0
0.9765625,0,0
0.9469696879386902,0,0
1.0675675868988037,0,0
0.9689922332763672,0,0
0.98046875,0,0
1.0526316165924072,0,0
1.0765957832336426,0,0
0.9615384340286255,0,0
0.9748954176902771,0,0
0.9762845635414124,0,0
1.0,0,0
0.9477611780166626,0,0
1.0314960479736328,0,0
0.9800000190734863,0,0
0.9370078444480896,0,0
1.0538461208343506,0,0
0.98591548204422,0,0
1.039370059967041,0,0
1.0555555820465088,0,0
1.0274510383605957,0,0
1.012145757675171,0,0
0.9919678568840027,0,0
0.9492753744125366,0,0
1.01260507106781,0,0
0.9856114983558655,0,0
1.0378787517547607,0,0
0.9624999761581421,0,0
1.0206611156463623,0,0
1.0163265466690063,0,0
1.0078125,0,0
1.0763888359069824,0,0
0.9769230484962463,0,0
0.9790209531784058,0,0
