score,class,pred
0.9095359444618225,0,0
0.8944486379623413,0,0
0.9568568468093872,0,0
0.947979748249054,0,0
0.9017690420150757,0,0
0.8789304494857788,0,1
0.879322350025177,0,1
0.85731041431427,0,1
0.8948643803596497,0,0
0.8950451612472534,0,0
0.8779774308204651,0,1
0.8382818698883057,0,1
0.7754843235015869,0,1
0.9063388705253601,0,0
0.9045883417129517,0,0
0.8809621930122375,0,1
0.8545686602592468,0,1
0.8631579875946045,0,1
0.8483028411865234,0,1
0.7742156386375427,0,1
0.9046723246574402,0,0
0.8907424211502075,0,0
0.8604700565338135,0,1
0.8012252449989319,0,1
0.8612537384033203,0,1
0.8872342109680176,0,0
0.8981034159660339,0,0
0.8831342458724976,0,0
0.8403142690658569,0,1
0.8828710317611694,0,0
0.7919828295707703,0,1
0.864327609539032,0,1
0.8937709331512451,0,0
0.8653261661529541,0,1
0.7434673309326172,0,1
0.8036890625953674,0,1
0.8589168190956116,0,1
0.8934049010276794,0,0
0.8725737929344177,0,1
0.8867763876914978,0,0
0.8560150861740112,0,1
0.8508382439613342,0,1
0.8126031756401062,0,1
0.8280233144760132,0,1
0.8998833298683167,0,0
0.8707703351974487,0,1
0.8039865493774414,0,1
0.6898842453956604,0,1
0.8896539211273193,0,0
0.8651928305625916,0,1
0.8302400708198547,0,1
0.8386211395263672,0,1
0.9172886610031128,0,0
0.872080385684967,0,1
0.8382095098495483,0,1
0.8909362554550171,0,0
0.8140079379081726,0,1
0.8210561275482178,0,1
0.9679107069969177,0,0
0.7017064690589905,0,1
0.9053188562393188,0,0
0.8609869480133057,0,1
0.8716292381286621,0,1
0.8589873909950256,0,1
0.9151896834373474,0,0
0.8855031132698059,0,0
0.9263414144515991,0,0
0.8594904541969299,0,1
0.8395332098007202,0,1
0.7686683535575867,0,1
0.9011117219924927,0,0
0.8646271824836731,0,1
0.9163846969604492,0,0
0.8478438258171082,0,1
0.8636143207550049,0,1
0.8520347476005554,0,1
0.8965566158294678,0,0
0.8810922503471375,0,1
0.8417677283287048,0,1
0.8496789336204529,0,1
0.8422952890396118,0,1
0.911295473575592,0,0
0.8828280568122864,0,0
0.704095721244812,0,1
0.770505428314209,0,1
0.8299659490585327,0,1
0.8619842529296875,0,1
0.8237296938896179,0,1
0.8838954567909241,0,0
0.8310526609420776,0,1
0.8459039926528931,0,1
0.8595401644706726,0,1
0.9165515303611755,0,0
0.8738232851028442,0,1
0.8519847393035889,0,1
0.8457764387130737,0,1
0.8709624409675598,0,1
0.8701228499412537,0,1
0.8651798367500305,0,1
0.8331279754638672,0,1
0.8832394480705261,0,0
0.860412061214447,0,1
0.8716645836830139,0,1
0.8673001527786255,0,1
0.9075347185134888,0,0
0.860808789730072,0,1
0.9330852627754211,0,0
0.8784670829772949,0,1
0.8865669965744019,0,0
0.8241757154464722,0,1
0.9079722762107849,0,0
0.9008360505104065,0,0
0.9184049367904663,0,0
0.9318988919258118,0,0
0.85383141040802,0,1
0.8751773834228516,0,1
0.8321678638458252,0,1
0.8896468877792358,0,0
0.8961131572723389,0,0
0.8307030200958252,0,1
0.8849117755889893,0,0
0.9021663665771484,0,0
0.8857699632644653,0,0
0.817636251449585,0,1
0.7766022086143494,0,1
0.8848251700401306,0,0
0.8549917936325073,0,1
0.8947299122810364,0,0
0.7983258962631226,0,1
0.8606772422790527,0,1
0.8496110439300537,0,1
0.8235262036323547,0,1
0.824397087097168,0,1
0.8737106919288635,0,1
0.845170259475708,0,1
0.8819226026535034,0,0
0.8144892454147339,0,1
0.9304577112197876,0,0
0.8529781699180603,0,1
0.8621992468833923,0,1
0.8822476267814636,0,0
0.8195706009864807,0,1
0.7923833131790161,0,1
0.8939377665519714,0,0
0.7915219068527222,0,1
0.9003166556358337,0,0
0.8306512832641602,0,1
0.8324154019355774,0,1
0.8483859896659851,0,1
0.9203745126724243,0,0
0.8617027997970581,0,1
0.854751467704773,0,1
0.9092853665351868,0,0
0.820977509021759,0,1
0.8849734663963318,0,0
0.7882146239280701,0,1
0.8765043020248413,0,1
0.9262088537216187,0,0
0.8534470796585083,0,1
0.9052449464797974,0,0
0.8504857420921326,0,1
0.8785752654075623,0,1
0.8133259415626526,0,1
0.823973536491394,0,1
0.8705559372901917,0,1
0.8460034728050232,0,1
0.9141013026237488,0,0
0.787176251411438,0,1
0.9138842225074768,0,0
0.8557141423225403,0,1
0.8794162273406982,0,1
0.767715573310852,0,1
0.8479374647140503,0,1
0.8716048002243042,0,1
0.8856197595596313,0,0
0.8500156402587891,0,1
0.8741670846939087,0,1
0.9026253819465637,0,0
0.830344557762146,0,1
0.9105063080787659,0,0
0.8081396818161011,0,1
0.9072513580322266,0,0
0.8046184778213501,0,1
0.797542929649353,0,1
0.8678446412086487,0,1
0.8533251285552979,0,1
0.8647568821907043,0,1
0.9016566872596741,0,0
0.8196552991867065,0,1
0.8410229682922363,0,1
0.8177987933158875,0,1
0.8471219539642334,0,1
0.7634800672531128,0,1
0.9033126831054688,0,0
0.8914481997489929,0,0
0.8334667682647705,0,1
0.8603601455688477,0,1
0.8721809387207031,0,1
0.8017817139625549,0,1
0.9135160446166992,0,0
0.8511331677436829,0,1
0.890328049659729,0,0
0.870832622051239,0,1
0.9299457669258118,0,0
0.740689754486084,0,1
0.8696190714836121,0,1
0.8529109358787537,0,1
0.8415184020996094,0,1
0.8358191847801208,0,1
0.9024114012718201,0,0
0.9122767448425293,0,0
0.8605105876922607,0,1
0.8186215162277222,0,1
0.7850577235221863,0,1
0.848616898059845,0,1
0.8679368495941162,0,1
0.9074202179908752,0,0
0.9297195076942444,0,0
0.8407320380210876,0,1
0.7612953186035156,0,1
0.8798936009407043,0,1
0.9104194045066833,0,0
0.9310625791549683,0,0
0.8645471930503845,0,1
0.8115822672843933,0,1
0.8513371348381042,0,1
0.8572285771369934,0,1
0.7703580260276794,0,1
0.8747960925102234,0,1
0.8159451484680176,0,1
0.8710599541664124,0,1
0.9177164435386658,0,0
0.8387373685836792,0,1
0.8881589770317078,0,0
0.8078868985176086,0,1
0.9027084708213806,0,0
0.9198547005653381,0,0
0.8276582360267639,0,1
0.8628607392311096,0,1
0.8791589736938477,0,1
0.8839430809020996,0,0
0.8072127103805542,0,1
0.901366651058197,0,0
0.8864411115646362,0,0
0.923195481300354,0,0
0.8216776847839355,0,1
0.8694718480110168,0,1
0.8092867732048035,0,1
0.8852465748786926,0,0
0.8378028273582458,0,1
0.8607595562934875,0,1
0.8927443027496338,0,0
0.9127978682518005,0,0
0.8595667481422424,0,1
0.8204089403152466,0,1
0.9486896991729736,0,0
0.8659529685974121,0,1
0.833003044128418,0,1
0.8817148208618164,0,0
0.8309763073921204,0,1
0.8898201584815979,0,0
0.9295716285705566,0,0
0.8661375641822815,0,1
0.8054506182670593,0,1
0.8791826963424683,0,1
0.9107280969619751,0,0
0.8666067123413086,0,1
0.690742015838623,0,1
0.7834649682044983,0,1
0.8514400720596313,0,1
0.9251556992530823,0,0
0.8795593976974487,0,1
0.8729804754257202,0,1
0.8803408741950989,0,1
0.8970836997032166,0,0
0.9107432961463928,0,0
0.8570830821990967,0,1
0.7423608303070068,0,1
0.8499118089675903,0,1
0.8625828623771667,0,1
0.7418588399887085,0,1
0.8589270710945129,0,1
0.8412007093429565,0,1
0.8510501980781555,0,1
0.8809273838996887,0,1
0.8819494247436523,0,0
0.8460659980773926,0,1
0.8394927382469177,0,1
0.7906209230422974,0,1
0.8690264225006104,0,1
0.8812077045440674,0,1
0.9308419823646545,0,0
0.8768178224563599,0,1
0.7789710164070129,0,1
0.8604550957679749,0,1
0.820330798625946,0,1
0.9012079238891602,0,0
0.7170576453208923,0,1
0.8157264590263367,0,1
0.9122974872589111,0,0
0.926091730594635,0,0
0.848946213722229,0,1
0.7658558487892151,0,1
0.8703626990318298,0,1
0.8897591233253479,0,0
0.8099979162216187,0,1
0.9275388717651367,0,0
0.9066058397293091,0,0
0.7333385944366455,0,1
0.8259192705154419,0,1
0.8397284150123596,0,1
0.8928728699684143,0,0
0.8281456828117371,0,1
0.8258272409439087,0,1
0.8695405721664429,0,1
0.8976055383682251,0,0
0.8399713039398193,0,1
0.8275745511054993,0,1
0.8022092580795288,0,1
0.9443641304969788,0,0
0.8231558203697205,0,1
0.8916140794754028,0,0
0.890547513961792,0,0
0.8680852651596069,0,1
0.8122327923774719,0,1
0.8851611614227295,0,0
0.7281237244606018,0,1
0.857665479183197,0,1
0.9099719524383545,0,0
0.8946335911750793,0,0
0.845121443271637,0,1
0.6826043725013733,0,1
0.8600929975509644,0,1
0.8701984286308289,0,1
0.8812518119812012,0,1
0.9077222347259521,0,0
0.921082615852356,0,0
0.8331007957458496,0,1
0.8015347123146057,0,1
0.8629777431488037,0,1
0.8708485960960388,0,1
0.7948706150054932,0,1
0.9109945893287659,0,0
0.8711387515068054,0,1
0.7874369621276855,0,1
0.8410436511039734,0,1
0.8602834939956665,0,1
0.9058414101600647,0,0
0.8754304647445679,0,1
0.8672005534172058,0,1
0.8541135191917419,0,1
0.8938203454017639,0,0
0.8856326341629028,0,0
0.8538349270820618,0,1
0.8278828263282776,0,1
0.8872185349464417,0,0
0.8780509233474731,0,1
0.797062873840332,0,1
0.9134513735771179,0,0
0.8949567675590515,0,0
0.8660207986831665,0,1
0.9183539748191833,0,0
0.8754837512969971,0,1
0.8497554659843445,0,1
0.7032028436660767,0,1
0.8522492051124573,0,1
0.9307533502578735,0,0
0.9084689617156982,0,0
0.8303760290145874,0,1
0.8664568066596985,0,1
0.8727087378501892,0,1
0.8507050275802612,0,1
0.8554313778877258,0,1
0.8612299561500549,0,1
0.8692142963409424,0,1
0.8649252653121948,0,1
0.8286656737327576,0,1
0.813677191734314,0,1
0.8401601314544678,0,1
0.8228343725204468,0,1
0.8246538043022156,0,1
0.8483724594116211,0,1
0.8887192606925964,0,0
0.846718430519104,0,1
0.8878931999206543,0,0
0.8731545209884644,0,1
0.9859081506729126,0,0
0.76009202003479,0,1
0.8411645889282227,0,1
0.8757724165916443,0,1
0.8656877279281616,0,1
0.8164002299308777,0,1
0.8613680005073547,0,1
0.7794396281242371,0,1
0.8705031871795654,0,1
0.8807495832443237,0,1
0.9440407156944275,0,0
0.8852186799049377,0,0
0.8966140747070312,0,0
0.8847488164901733,0,0
0.8980382680892944,0,0
0.8935199975967407,0,0
0.9325982332229614,0,0
0.9285218715667725,0,0
0.844597578048706,0,1
0.8379657864570618,0,1
0.7990614175796509,0,1
0.8641941547393799,0,1
0.8283215165138245,0,1
0.9119433164596558,0,0
0.8843070268630981,0,0
0.7732560634613037,0,1
0.8575347065925598,0,1
0.8723641037940979,0,1
